IMG_5576;;28;CASTAGNOLA;4
IMG_5578;;151;TORDO PAVONE;4
IMG_5579;;42;DONZELLA;4
IMG_5592;;150;TORDO OCELLATO;4
IMG_5600;;90;PEPERONCINO;2
IMG_5604;;123;SCIARRANO;4
IMG_5606;;50;GHIOZZO BOCCAROSSA;2
IMG_5610;;148;TORDO MUSOLUNGO;4
IMG_5611;;118;SARAGO FASCIATO;6
IMG_5613;;156;TRIGLIA;4
IMG_5616;;140;TORDO/TORDO NERO;4
IMG_5623;;152;TORDO ROSSO;4
IMG_5625;;116;SALPA;6
IMG_5631;;111;RE DI TRIGLIE;4
IMG_5640;;91;PEPERONCINO GIALLO;2
